dia_semana,br,km,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,latitude,longitude,delegacia,classificacao_acidente,postos_policiais_PRF
quinta-feira,BR-116,245.5,Plena Noite,Decrescente,Céu Claro,Simples,Rotatória,-27.79978,-50.36356,DEL05-SC,Risco Baixo,Alta
quinta-feira,BR-232,212.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-8.373281,-36.71377,DEL02-PE,Risco Médio,Baixa
quinta-feira,BR-222,2.9,Anoitecer,Crescente,Céu Claro,Simples,Reta,-3.736507,-38.65337,DEL01-CE,Risco Alto,Baixa
domingo,BR-60,32.0,Anoitecer,Crescente,Céu Claro,Dupla,Reta,-16.0963,-48.5202,DEL01-DF,Risco Médio,Média
segunda-feira,BR-324,523.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-12.29007,-38.91207,DEL01-BA,Risco Médio,Baixa
domingo,BR-116,141.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-22.64724,-43.22083,DEL01-RJ,Risco Médio,Alta
sábado,BR-262,161.2,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-20.2364,-41.52254,DEL01-ES,Risco Médio,Média
quinta-feira,BR-277,31.0,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Curva,-25.47742,-48.83487,DEL01-PR,Risco Médio,Média
sexta-feira,BR-232,232.1,Pleno dia,Crescente,Céu Claro,Simples,Curva,-8.404856,-36.89733,DEL03-PE,Risco Alto,Baixa
terça-feira,BR-116,15.0,Amanhecer,Decrescente,Nevoeiro/Neblina,Dupla,Não Informado,-25.3848,-49.1711,DEL01-PR,Risco Médio,Alta
sábado,BR-232,151.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-8.32643,-36.17196,DEL03-PE,Risco Médio,Baixa
segunda-feira,BR-381,484.0,Pleno dia,Decrescente,Sol,Dupla,Retorno Regulamentado,-19.95532,-44.11722,DEL01-MG,Risco Médio,Alta
domingo,BR-163,415.0,Plena Noite,Decrescente,Nublado,Simples,Reta,-6.178977,-55.63295,DEL05-PA,Risco Baixo,Alta
domingo,BR-153,128.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-7.085229,-48.15468,DEL02-TO,Risco Médio,Alta
segunda-feira,BR-282,485.0,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-26.8556,-52.2564,DEL07-SC,Risco Médio,Baixa
sexta-feira,BR-324,614.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-12.86398,-38.4237,DEL01-BA,Risco Baixo,Baixa
quinta-feira,BR-116,187.0,Amanhecer,Crescente,Céu Claro,Múltipla,Reta,-22.73909,-43.46972,DEL01-RJ,Risco Baixo,Alta
sábado,BR-376,179.6,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,-23.42167,-51.90577,DEL07-PR,Risco Médio,Baixa
quinta-feira,BR-40,562.5,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-20.14452,-43.95966,DEL01-MG,Risco Médio,Alta
sábado,BR-153,224.0,Pleno dia,Decrescente,Nublado,Simples,Não Informado,-14.71835,-49.23024,DEL07-GO,Risco Médio,Alta
quinta-feira,BR-101,262.2,Pleno dia,Decrescente,Nublado,Dupla,Reta,-20.16095,-40.27557,DEL02-ES,Risco Médio,Alta
sexta-feira,BR-116,42.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-4.108579,-38.49422,DEL01-CE,Risco Médio,Alta
quarta-feira,BR-381,481.7,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,-19.95913,-44.07215,DEL01-MG,Risco Médio,Alta
domingo,BR-393,235.0,Pleno dia,Decrescente,Sol,Simples,Reta,-22.41177,-43.67362,DEL05-RJ,Risco Alto,Média
sexta-feira,BR-60,38.5,Plena Noite,Decrescente,Nublado,Múltipla,Reta,-16.75102,-49.34063,DEL01-GO,Risco Médio,Média
terça-feira,BR-290,81.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-29.95444,-51.06881,DEL01-RS,Risco Médio,Baixa
sábado,BR-101,57.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-6.977757,-35.07771,DEL01-PB,Risco Baixo,Alta
quinta-feira,BR-262,460.1,Amanhecer,Crescente,Garoa/Chuvisco,Simples,Reta,-20.55177,-55.54578,DEL03-MS,Risco Médio,Média
domingo,BR-116,175.8,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-22.75092,-43.43976,DEL01-RJ,Risco Médio,Alta
terça-feira,BR-40,200.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-18.01034,-45.81235,DEL14-MG,Risco Médio,Alta
sábado,BR-277,639.0,Pleno dia,Crescente,Céu Claro,Simples,Curva,-25.16311,-53.85897,DEL05-PR,Risco Médio,Média
sexta-feira,BR-304,53.2,Plena Noite,Decrescente,Céu Claro,Simples,Interseção de vias,-4.574024,-37.73636,DEL03-CE,Risco Baixo,Baixa
sexta-feira,BR-232,8.0,Pleno dia,Crescente,Sol,Dupla,Reta,-8.075837,-34.97016,DEL01-PE,Risco Baixo,Baixa
terça-feira,BR-40,466.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-19.4548,-44.3112,DEL02-MG,Risco Médio,Alta
sábado,BR-101,294.0,Pleno dia,Decrescente,Sol,Dupla,Reta,-22.75844,-42.89502,DEL02-RJ,Risco Médio,Alta
quarta-feira,BR-101,349.0,Pleno dia,Crescente,Céu Claro,Dupla,Curva,-28.58202,-49.05059,DEL02-SC,Risco Baixo,Alta
domingo,BR-222,0.8,Pleno dia,Decrescente,Sol,Dupla,Curva,-3.74319,-38.62149,DEL01-CE,Risco Médio,Baixa
sexta-feira,BR-60,210.1,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-16.9243,-49.6642,DEL01-GO,Risco Baixo,Média
sábado,BR-287,357.0,Pleno dia,Decrescente,Céu Claro,Simples,Curva,-29.47029,-54.70059,DEL12-RS,Risco Médio,Baixa
sexta-feira,BR-153,281.8,Plena Noite,Crescente,Céu Claro,Simples,Reta,-22.4221,-49.86001,DEL07-SP,Risco Médio,Alta
domingo,BR-153,329.7,Pleno dia,Decrescente,Chuva,Simples,Curva,-15.51973,-49.4683,DEL02-GO,Risco Médio,Alta
quinta-feira,BR-226,113.6,Plena Noite,Decrescente,Céu Claro,Simples,Curva,-6.211205,-36.01975,DEL03-RN,Risco Alto,Baixa
quinta-feira,BR-381,456.0,Pleno dia,Decrescente,Chuva,Simples,Reta,-19.8464,-43.8875,DEL01-MG,Risco Médio,Alta
terça-feira,BR-116,2.9,Plena Noite,Crescente,Nublado,Dupla,Reta,-25.3562,-49.0677,DEL01-PR,Risco Alto,Alta
sábado,BR-101,197.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-27.51844,-48.63848,DEL01-SC,Risco Médio,Alta
segunda-feira,BR-163,832.0,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-12.0138,-55.51719,DEL06-MT,Risco Médio,Alta
sábado,BR-381,505.7,Anoitecer,Crescente,Nublado,Dupla,Reta,-20.06278,-44.29329,DEL01-MG,Risco Médio,Alta
terça-feira,BR-415,29.0,Plena Noite,Crescente,Chuva,Dupla,Reta,-14.79427,-39.21205,DEL05-BA,Risco Baixo,Baixa
quarta-feira,BR-448,22.0,Pleno dia,Crescente,Garoa/Chuvisco,Múltipla,Curva,-29.97353,-51.19962,DEL01-RS,Risco Médio,Baixa
segunda-feira,BR-110,386.0,Plena Noite,Crescente,Céu Claro,Simples,Curva,-12.49943,-38.49254,DEL01-BA,Risco Médio,Baixa
quarta-feira,BR-116,524.0,Pleno dia,Crescente,Nublado,Simples,Reta,-7.64286,-39.02366,DEL05-CE,Risco Médio,Alta
segunda-feira,BR-70,12.5,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-15.79403,-48.16468,DEL01-DF,Risco Médio,Baixa
segunda-feira,BR-40,494.2,Pleno dia,Decrescente,Chuva,Dupla,Curva,-19.66514,-44.19554,DEL02-MG,Risco Médio,Alta
sexta-feira,BR-381,40.6,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-23.13512,-46.5763,DEL03-SP,Risco Médio,Alta
domingo,BR-470,11.9,Pleno dia,Crescente,Céu Claro,Simples,Interseção de vias,-26.83356,-48.73635,DEL04-SC,Risco Médio,Baixa
quarta-feira,BR-116,209.0,Pleno dia,Crescente,Ignorado,Simples,Reta,-26.07621,-49.75231,DEL06-SC,Risco Médio,Alta
sábado,BR-364,27.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-18.90395,-50.70463,DEL05-GO,Risco Médio,Alta
sábado,BR-364,339.8,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,-10.90264,-61.93037,DEL02-RO,Risco Médio,Alta
terça-feira,BR-232,29.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-8.1112,-35.1438,DEL01-PE,Risco Médio,Baixa
quinta-feira,BR-101,183.0,Pleno dia,Crescente,Nublado,Simples,Não Informado,-12.45612,-38.92901,DEL01-BA,Risco Baixo,Alta
domingo,BR-116,104.6,Pleno dia,Crescente,Sol,Dupla,Reta,-23.0034,-45.50627,DEL08-SP,Risco Baixo,Alta
sexta-feira,BR-116,258.1,Pleno dia,Crescente,Chuva,Dupla,Curva,-22.56088,-44.12224,DEL07-RJ,Risco Médio,Alta
segunda-feira,BR-40,531.0,Plena Noite,Crescente,Nublado,Dupla,Não Informado,-19.91927,-44.02639,DEL01-MG,Risco Médio,Alta
sexta-feira,BR-101,51.0,Plena Noite,Decrescente,Nublado,Simples,Reta,-23.45529,-45.07227,DEL06-SP,Risco Médio,Alta
segunda-feira,BR-407,128.9,Pleno dia,Decrescente,Sol,Simples,Reta,-9.399396,-40.50453,DEL06-PE,Risco Médio,Baixa
terça-feira,BR-277,698.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-25.39642,-54.31172,DEL05-PR,Risco Alto,Média
quarta-feira,BR-174,504.0,Anoitecer,Crescente,Nublado,Simples,Viaduto,2.811655,-60.69169,DEL01-RR,Risco Baixo,Baixa
domingo,BR-230,244.3,Amanhecer,Decrescente,Nublado,Simples,Reta,-7.0692,-36.6002,DEL02-PB,Risco Alto,Baixa
quarta-feira,BR-364,668.0,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-8.774283,-63.48379,DEL01-RO,Risco Baixo,Alta
quarta-feira,BR-10,199.1,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-2.698803,-47.4688,DEL02-PA,Risco Médio,Baixa
terça-feira,BR-116,293.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-17.95016,-41.53264,DEL11-MG,Risco Médio,Alta
quinta-feira,BR-50,110.9,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-19.22352,-48.14476,DEL13-MG,Risco Médio,Média
domingo,BR-232,82.9,Pleno dia,Decrescente,Chuva,Dupla,Reta,-8.193437,-35.55186,DEL01-PE,Risco Baixo,Baixa
sábado,BR-277,36.4,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-25.57121,-48.83982,DEL01-PR,Risco Baixo,Média
quinta-feira,BR-393,256.0,Plena Noite,Crescente,Chuva,Simples,Não Informado,-22.45677,-43.84288,DEL05-RJ,Risco Médio,Média
segunda-feira,BR-101,373.7,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-28.71383,-49.21842,DEL02-SC,Risco Médio,Alta
sexta-feira,BR-101,261.7,Pleno dia,Crescente,Nublado,Dupla,Não Informado,-22.71259,-42.61652,DEL02-RJ,Risco Baixo,Alta
quarta-feira,BR-467,81.0,Pleno dia,Crescente,Céu Claro,Dupla,Curva,-24.7961,-53.6747,DEL04-PR,Risco Baixo,Baixa
terça-feira,BR-232,41.8,Amanhecer,Crescente,Céu Claro,Dupla,Reta,-8.115188,-35.25143,DEL01-PE,Risco Médio,Baixa
sábado,BR-101,102.0,Amanhecer,Decrescente,Nublado,Dupla,Curva,-7.282653,-34.93939,DEL01-PB,Risco Médio,Alta
domingo,BR-104,100.5,Plena Noite,Crescente,Céu Claro,Simples,Desvio Temporário,-8.563684,-35.94758,DEL02-PE,Risco Médio,Baixa
domingo,BR-386,73.3,Pleno dia,Decrescente,Nublado,Simples,Reta,-27.69354,-53.30094,DEL08-RS,Risco Médio,Média
quinta-feira,BR-101,135.1,Plena Noite,Crescente,Nublado,Múltipla,Reta,-27.00544,-48.6259,DEL04-SC,Risco Alto,Alta
quinta-feira,BR-70,180.0,Anoitecer,Decrescente,Céu Claro,Simples,Reta,-15.6677,-53.5928,DEL05-MT,Risco Baixo,Baixa
domingo,BR-316,257.1,Plena Noite,Crescente,Nublado,Simples,Reta,-3.655594,-45.41629,DEL02-MA,Risco Alto,Baixa
quinta-feira,BR-80,120.0,Plena Noite,Decrescente,Nublado,Simples,Reta,-15.08008,-48.86307,DEL07-GO,Risco Médio,Baixa
sábado,BR-282,609.2,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,-26.7593,-53.22524,DEL07-SC,Risco Alto,Baixa
sábado,BR-376,652.4,Pleno dia,Decrescente,Chuva,Dupla,Curva,-25.84616,-49.06888,DEL01-PR,Risco Baixo,Baixa
quinta-feira,BR-101,41.3,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-26.28215,-48.88973,DEL03-SC,Risco Médio,Alta
domingo,BR-80,13.9,Anoitecer,Crescente,Chuva,Simples,Desvio Temporário,-15.72803,-48.19377,DEL01-DF,Risco Médio,Baixa
quinta-feira,BR-376,666.0,Pleno dia,Decrescente,Chuva,Dupla,Curva,-25.86037,-48.95087,DEL01-PR,Risco Médio,Baixa
sábado,BR-290,96.8,Pleno dia,Crescente,Sol,Dupla,Reta,-29.99905,-51.20622,DEL01-RS,Risco Médio,Baixa
sábado,BR-60,375.0,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-17.7251,-50.8623,DEL04-GO,Risco Médio,Média
segunda-feira,BR-153,510.8,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-16.79592,-49.23846,DEL01-GO,Risco Baixo,Alta
domingo,BR-116,269.9,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-22.5751,-44.11542,DEL07-RJ,Risco Médio,Alta
terça-feira,BR-101,493.0,Plena Noite,Crescente,Céu Claro,Simples,Curva,-22.94375,-44.32522,DEL03-RJ,Risco Médio,Alta
quinta-feira,BR-242,627.0,Pleno dia,Crescente,Sol,Simples,Interseção de vias,-12.21537,-43.54493,DEL10-BA,Risco Médio,Baixa
quarta-feira,BR-316,353.0,Pleno dia,Crescente,Sol,Simples,Reta,-8.883367,-38.27402,DEL04-PE,Risco Baixo,Baixa
quinta-feira,BR-158,520.0,Plena Noite,Crescente,Céu Claro,Simples,Curva,-13.67502,-52.00088,DEL07-MT,Risco Médio,Baixa
sexta-feira,BR-376,600.7,Plena Noite,Decrescente,Nublado,Dupla,Reta,-25.53196,-49.32206,DEL01-PR,Risco Médio,Baixa
domingo,BR-60,252.0,Amanhecer,Crescente,Céu Claro,Dupla,Viaduto,-17.1383,-49.9938,DEL01-GO,Risco Alto,Média
quarta-feira,BR-381,921.4,Pleno dia,Crescente,Sol,Dupla,Não Informado,-22.76297,-46.17055,DEL16-MG,Risco Médio,Alta
sábado,BR-232,72.7,Amanhecer,Crescente,Chuva,Simples,Reta,-8.19068,-35.50948,DEL01-PE,Risco Médio,Baixa
domingo,BR-262,553.3,Pleno dia,Decrescente,Sol,Simples,Não Informado,-19.70811,-45.91902,DEL08-MG,Risco Médio,Média
quinta-feira,BR-116,177.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-22.78055,-43.39209,DEL01-RJ,Risco Médio,Alta
terça-feira,BR-285,73.5,Pleno dia,Decrescente,Sol,Simples,Curva,-28.18709,-51.52504,DEL05-RS,Risco Baixo,Baixa
segunda-feira,BR-101,328.0,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,-22.87029,-43.1658,DEL02-RJ,Risco Alto,Alta
segunda-feira,BR-116,217.4,Plena Noite,Decrescente,Nublado,Múltipla,Não Informado,-23.45424,-46.47119,DEL01-SP,Risco Médio,Alta
terça-feira,BR-155,328.0,Plena Noite,Crescente,Chuva,Simples,Não Informado,-5.388045,-49.07902,DEL03-PA,Risco Médio,Baixa
quarta-feira,BR-101,58.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-5.5869,-35.2774,DEL02-RN,Risco Baixo,Alta
quarta-feira,BR-116,143.5,Plena Noite,Decrescente,Chuva,Simples,Reta,-23.17729,-45.83504,DEL02-SP,Risco Baixo,Alta
quarta-feira,BR-267,8.3,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-21.5704,-42.6914,DEL07-MG,Risco Alto,Baixa
sábado,BR-343,22.8,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-2.998956,-41.76561,DEL05-PI,Risco Médio,Baixa
quinta-feira,BR-393,5.5,Plena Noite,Crescente,Céu Claro,Simples,Curva,-20.82267,-41.20459,DEL03-ES,Risco Médio,Média
domingo,BR-251,508.7,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,-16.6222,-43.6917,DEL12-MG,Risco Baixo,Baixa
segunda-feira,BR-230,35.0,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-7.168467,-34.8971,DEL01-PB,Risco Baixo,Baixa
sábado,BR-60,442.6,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Retorno Regulamentado,-17.8421,-51.4504,DEL05-GO,Risco Médio,Média
domingo,BR-381,487.2,Plena Noite,Crescente,Nublado,Dupla,Curva,-19.95587,-44.1461,DEL01-MG,Risco Baixo,Alta
quinta-feira,BR-282,54.0,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-27.68801,-48.97894,DEL01-SC,Risco Médio,Baixa
sexta-feira,BR-290,22.4,Amanhecer,Crescente,Céu Claro,Dupla,Reta,-29.88883,-50.47482,DEL03-RS,Risco Baixo,Baixa
sexta-feira,BR-476,109.0,Pleno dia,Crescente,Sol,Simples,Reta,-25.30442,-49.14669,DEL01-PR,Risco Médio,Baixa
quinta-feira,BR-116,413.0,Plena Noite,Decrescente,Céu Claro,Simples,Desvio Temporário,-18.87302,-41.96719,DEL06-MG,Risco Médio,Alta
segunda-feira,BR-393,203.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-22.22573,-43.42188,DEL05-RJ,Risco Médio,Média
domingo,BR-116,249.4,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-29.78583,-51.1632,DEL01-RS,Risco Baixo,Alta
segunda-feira,BR-230,18.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-7.1198,-34.8453,DEL01-PB,Risco Médio,Baixa
quarta-feira,BR-116,325.5,Plena Noite,Crescente,Chuva,Simples,Reta,-30.33204,-51.4239,DEL02-RS,Risco Alto,Alta
sábado,BR-153,471.0,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-10.00613,-48.76656,DEL02-TO,Risco Médio,Alta
sábado,BR-493,97.0,Anoitecer,Decrescente,Nublado,Dupla,Curva,-22.7188,-43.7037,DEL03-RJ,Risco Médio,Baixa
domingo,BR-101,460.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-23.03769,-44.18393,DEL03-RJ,Risco Alto,Alta
quarta-feira,BR-101,421.0,Pleno dia,Crescente,Chuva,Simples,Curva,-22.91667,-43.93081,DEL03-RJ,Risco Baixo,Alta
quarta-feira,BR-364,455.1,Pleno dia,Crescente,Céu Claro,Simples,Curva,-9.969509,-63.04127,DEL03-RO,Risco Baixo,Alta
sábado,BR-60,15.0,Amanhecer,Decrescente,Céu Claro,Dupla,Não Informado,-16.10958,-48.35756,DEL01-DF,Risco Baixo,Média
sexta-feira,BR-116,464.0,Plena Noite,Crescente,Nublado,Dupla,Reta,-12.44411,-39.23774,DEL02-BA,Risco Médio,Alta
segunda-feira,BR-153,211.7,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-24.68208,-50.44439,DEL03-PR,Risco Baixo,Alta
sábado,BR-116,162.2,Pleno dia,Crescente,Nublado,Dupla,Reta,-23.28133,-45.98395,DEL02-SP,Risco Médio,Alta
segunda-feira,BR-163,263.9,Pleno dia,Crescente,Nublado,Dupla,Rotatória,-22.22339,-54.73185,DEL04-MS,Risco Médio,Alta
terça-feira,BR-153,671.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-11.72076,-49.07714,DEL01-TO,Risco Médio,Alta
sexta-feira,BR-364,137.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-9.9701,-67.8524,DEL01-AC,Risco Médio,Alta
domingo,BR-101,163.1,Amanhecer,Crescente,Céu Claro,Simples,Reta,-27.24,-48.63737,DEL04-SC,Risco Médio,Alta
sexta-feira,BR-285,238.0,Pleno dia,Crescente,Chuva,Simples,Não Informado,-28.25251,-51.85885,DEL08-RS,Risco Médio,Baixa
quarta-feira,BR-174,489.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,2.715696,-60.83061,DEL01-RR,Risco Médio,Baixa
sábado,BR-285,211.5,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-28.23705,-51.63974,DEL08-RS,Risco Baixo,Baixa
domingo,BR-232,62.9,Pleno dia,Decrescente,Nublado,Simples,Não Informado,-8.157697,-35.42903,DEL01-PE,Risco Alto,Baixa
segunda-feira,BR-116,272.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-23.61383,-46.78229,DEL04-SP,Risco Médio,Alta
quinta-feira,BR-60,162.6,Plena Noite,Crescente,Céu Claro,Dupla,Desvio Temporário,-16.6953,-49.3255,DEL01-GO,Risco Médio,Média
quinta-feira,BR-101,64.3,Pleno dia,Crescente,Sol,Dupla,Reta,-8.020623,-34.94271,DEL01-PE,Risco Médio,Alta
terça-feira,BR-251,437.5,Anoitecer,Crescente,Céu Claro,Simples,Não Informado,-16.3953,-43.20402,DEL12-MG,Risco Médio,Baixa
sábado,BR-364,346.0,Plena Noite,Crescente,Nublado,Simples,Reta,-10.8676,-61.9657,DEL02-RO,Risco Baixo,Alta
quarta-feira,BR-153,57.8,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-20.76991,-49.34982,DEL09-SP,Risco Médio,Alta
sábado,BR-163,524.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-14.4923,-56.18361,DEL01-MT,Risco Baixo,Alta
sábado,BR-101,288.0,Amanhecer,Crescente,Céu Claro,Dupla,Reta,-22.75934,-42.84321,DEL02-RJ,Risco Baixo,Alta
domingo,BR-163,747.0,Pleno dia,Decrescente,Chuva,Dupla,Retorno Regulamentado,-12.59274,-55.74304,DEL06-MT,Risco Baixo,Alta
sexta-feira,BR-101,8.4,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-11.55009,-37.86548,DEL02-SE,Risco Alto,Alta
quarta-feira,BR-262,479.0,Pleno dia,Crescente,Chuva,Simples,Curva,-19.7839,-45.2707,DEL08-MG,Risco Médio,Média
domingo,BR-116,72.0,Amanhecer,Crescente,Garoa/Chuvisco,Dupla,Reta,-25.35167,-49.0425,DEL01-PR,Risco Baixo,Alta
sábado,BR-324,605.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-12.78605,-38.40973,DEL01-BA,Risco Médio,Baixa
sábado,BR-282,643.0,Pleno dia,Crescente,Sol,Simples,Reta,-26.76897,-53.46977,DEL07-SC,Risco Médio,Baixa
sexta-feira,BR-282,167.7,Plena Noite,Crescente,Céu Claro,Simples,Reta,-27.74884,-49.81735,DEL05-SC,Risco Médio,Baixa
terça-feira,BR-101,154.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-22.25724,-41.8344,DEL02-RJ,Risco Médio,Alta
segunda-feira,BR-364,18.8,Plena Noite,Crescente,Nublado,Simples,Reta,-20.05489,-48.82471,DEL13-MG,Risco Baixo,Alta
quinta-feira,BR-50,55.7,Anoitecer,Decrescente,Céu Claro,Dupla,Não Informado,-18.78097,-48.23804,DEL15-MG,Risco Médio,Média
segunda-feira,BR-365,604.0,Anoitecer,Crescente,Nublado,Simples,Reta,-18.90391,-48.16354,DEL15-MG,Risco Médio,Média
sábado,BR-381,840.1,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,-22.17198,-45.83786,DEL16-MG,Risco Médio,Alta
segunda-feira,BR-135,11.0,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,-2.664592,-44.28649,DEL01-MA,Risco Médio,Baixa
sábado,BR-101,86.9,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-8.190953,-34.97433,DEL01-PE,Risco Médio,Alta
sábado,BR-262,22.0,Plena Noite,Decrescente,Nublado,Simples,Reta,-20.37597,-40.51251,DEL01-ES,Risco Baixo,Média
sábado,BR-235,40.8,Pleno dia,Crescente,Chuva,Simples,Reta,-10.76946,-37.36425,DEL01-SE,Risco Médio,Baixa
quarta-feira,BR-116,94.0,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,-28.88007,-51.1387,DEL05-RS,Risco Baixo,Alta
terça-feira,BR-163,1004.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-2.437163,-54.73317,DEL05-PA,Risco Médio,Alta
segunda-feira,BR-163,802.7,Plena Noite,Decrescente,Céu Claro,Simples,Curva,-12.0982,-55.5177,DEL06-MT,Risco Baixo,Alta
domingo,BR-386,51.5,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,-27.50087,-53.38809,DEL08-RS,Risco Médio,Média
segunda-feira,BR-163,870.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-11.68154,-55.44847,DEL06-MT,Risco Médio,Alta
sexta-feira,BR-230,18.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-7.1198,-34.8453,DEL01-PB,Risco Médio,Baixa
terça-feira,BR-163,374.0,Pleno dia,Decrescente,Chuva,Simples,Reta,-6.516,-55.537,DEL05-PA,Risco Médio,Alta
quinta-feira,BR-376,172.0,Pleno dia,Crescente,Céu Claro,Simples,Rotatória,-23.4191,-51.96817,DEL09-PR,Risco Baixo,Baixa
sexta-feira,BR-282,461.7,Plena Noite,Decrescente,Nublado,Simples,Reta,-26.8564,-52.04133,DEL07-SC,Risco Médio,Baixa
segunda-feira,BR-116,260.9,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-29.87921,-51.18046,DEL01-RS,Risco Médio,Alta
domingo,BR-101,201.0,Amanhecer,Crescente,Ignorado,Dupla,Reta,-27.54837,-48.61978,DEL01-SC,Risco Baixo,Alta
domingo,BR-267,163.4,Plena Noite,Crescente,Nublado,Simples,Reta,-21.84706,-43.79596,DEL05-MG,Risco Médio,Baixa
terça-feira,BR-316,10.0,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,-5.192243,-42.7605,DEL01-PI,Risco Médio,Baixa
domingo,BR-381,491.1,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-19.96173,-44.15971,DEL01-MG,Risco Médio,Alta
segunda-feira,BR-101,475.0,Pleno dia,Crescente,Chuva,Simples,Curva,-22.99759,-44.26688,DEL03-RJ,Risco Médio,Alta
terça-feira,BR-262,109.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-20.3359,-41.1728,DEL01-ES,Risco Médio,Média
domingo,BR-282,511.2,Plena Noite,Crescente,Céu Claro,Simples,Reta,-26.9054,-52.4642,DEL07-SC,Risco Baixo,Baixa
quarta-feira,BR-60,3.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-15.89052,-48.08686,DEL01-DF,Risco Baixo,Média
quarta-feira,BR-290,634.0,Plena Noite,Crescente,Nublado,Simples,Reta,-30.02261,-56.2594,DEL13-RS,Risco Médio,Baixa
sexta-feira,BR-101,42.5,Pleno dia,Decrescente,Nublado,Múltipla,Reta,-7.838874,-34.91197,DEL01-PE,Risco Médio,Alta
